Time,Sensor1,Sensor2,Sensor3,Sensor4
1358,578,661,523,516
1359,577,659,522,515
1360,578,660,523,516
1361,578,660,523,516
1362,578,660,523,516
1363,578,660,523,517
1364,578,660,523,517
1365,578,660,523,517
1366,578,660,524,517
1367,578,661,524,517
1368,578,661,524,517
1369,578,662,524,517
1370,578,661,524,517
1371,579,661,524,517
1372,579,660,524,517
1373,579,662,524,518
1374,579,662,524,518
1375,579,661,525,519
1376,579,661,525,519
1377,579,662,525,519
1378,579,662,526,519
1379,579,662,525,519
1380,580,662,525,518
1381,579,661,525,519
1382,579,662,526,519
1383,579,662,526,519
1384,579,661,526,519
1385,579,661,526,519
1386,579,661,526,519
1387,579,662,526,519
1388,579,661,526,519
1389,579,661,525,519
1390,580,662,526,519
1391,580,663,525,519
1392,580,663,525,518
1393,580,663,525,518
1394,580,663,525,519
1395,581,663,525,519
1396,581,663,526,519
1397,581,664,526,519
1398,581,664,526,519
1399,581,663,526,520
1400,581,663,526,520
1401,581,663,526,520
1402,580,663,527,520
1403,580,664,527,520
1404,580,663,527,520
1405,580,663,527,520
1406,580,663,527,520
1407,580,663,527,520
1408,580,663,527,520
1409,580,663,526,520
1410,580,662,527,520
1411,580,662,527,520
1412,580,663,527,520
1413,580,662,527,520
1414,581,662,527,520
1415,581,661,527,520
1416,581,662,527,520
1417,581,662,527,521
1418,581,662,528,521
1419,581,663,527,521
1420,581,663,527,521
1421,582,663,527,520
1422,582,663,527,521
1423,582,663,527,520
1424,581,662,527,520
1425,582,662,527,520
1426,581,662,527,520
1427,582,663,527,520
1428,582,663,527,520
1429,582,663,527,521
1430,582,663,527,520
1431,582,663,527,520
1432,582,663,527,520
1433,582,663,527,521
1434,582,663,527,521
1435,582,663,527,521
1436,582,663,528,521
1437,582,663,528,521
1438,582,663,528,521
1439,582,664,528,521
1440,582,665,528,521
1441,582,665,528,521
1442,582,664,528,521
1443,582,665,527,521
1444,582,665,528,521
1445,582,665,528,521
1446,582,665,528,521
1447,582,666,528,521
1448,582,666,528,522
1449,582,665,528,522
1450,583,665,528,522
1451,583,665,529,522
1452,583,665,529,522
1453,583,665,529,522
1454,583,665,529,522
1455,583,665,529,522
1456,583,665,529,522
1457,583,664,529,522
1458,583,664,529,522
1459,583,664,529,522
1460,583,664,529,522
1461,583,664,528,522
1462,583,665,529,522
1463,583,664,529,522
1464,583,664,529,522
1465,583,665,529,523
1466,583,665,529,523
1467,583,666,529,523
1468,583,664,528,522
1469,582,662,526,519
1470,583,663,528,521
1471,584,662,529,522
1472,584,662,529,523
1473,584,664,529,523
1474,597,673,532,525
1475,608,695,535,529
1476,614,698,527,520
1477,592,690,532,526
1478,596,666,497,491
1479,577,675,507,501
1480,561,632,488,481
1481,562,636,488,482
1482,563,640,490,483
1483,564,641,491,485
1484,565,642,493,486
1485,566,642,494,487
1486,567,643,495,488
1487,568,645,495,489
1488,568,646,496,490
1489,569,647,497,490
1490,570,646,497,491
1491,571,646,498,492
1492,571,647,500,494
1493,571,647,502,495
1494,572,648,502,496
1495,572,648,503,496
1496,573,648,503,497
1497,573,649,504,497
1498,574,649,505,498
1499,574,650,505,498
1500,574,650,506,499
1501,575,650,506,499
1502,575,650,506,500
1503,575,650,506,500
1504,575,650,507,500
1505,575,650,506,500
1506,575,649,506,500
1507,576,648,507,500
1508,576,648,508,501
1509,577,648,508,501
1510,577,649,508,501
1511,577,649,508,501
1512,577,649,508,501
1513,577,650,513,506
1514,577,649,512,506
1515,578,650,512,506
1516,578,650,513,506
1517,578,650,513,506
1518,578,651,513,507
1519,578,651,513,507
1520,578,651,514,507
1521,579,651,514,507
1522,579,652,514,507
1523,579,652,514,507
1524,579,651,514,507
1525,579,651,514,507
1526,580,652,514,508
1527,580,652,514,508
1528,580,652,515,508
1529,580,652,515,508
1530,580,652,515,508
1531,580,653,515,508
1532,581,652,515,509
1533,580,652,517,510
1534,580,652,517,510
1535,581,652,517,510
1536,581,652,517,510
1537,581,653,517,511
1538,581,653,518,511
1539,581,654,518,511
1540,581,654,518,511
1541,582,653,518,512
1542,581,653,519,512
1543,582,653,519,512
1544,582,652,519,513
1545,582,652,519,513
1546,582,653,519,513
1547,582,652,519,512
1548,582,652,520,513
1549,582,652,520,513
1550,583,653,520,513
1551,583,652,520,513
1552,583,652,520,513
1553,583,653,520,514
1554,583,654,520,513
1555,583,653,520,514
1556,583,654,521,514
1557,583,654,521,514
1558,583,654,521,514
1559,583,654,521,514
1560,583,655,521,514
1561,583,655,521,514
1562,583,654,521,514
1563,583,655,521,514
1564,583,655,521,514
1565,583,654,521,514
1566,583,654,521,514
1567,583,654,521,514
1568,584,655,521,514
1569,584,654,521,514
1570,584,654,521,514
1571,584,654,521,514
1572,584,655,521,514
1573,584,654,521,514
1574,584,655,521,514
1575,584,654,521,515
1576,584,654,522,515
1577,584,654,522,515
1578,584,655,522,515
1579,584,654,522,515
1580,584,655,522,516
1581,584,655,523,516
1582,584,654,523,516
1583,584,655,523,516
1584,584,655,523,516
1585,585,655,523,516
1586,585,655,523,516
1587,585,655,523,516
1588,585,655,523,516
1589,585,655,523,516
1590,585,656,523,517
1591,585,656,523,516
1592,586,656,523,516
1593,586,657,523,517
1594,586,657,523,516
1595,586,658,523,516
1596,585,658,524,517
1597,586,657,524,517
1598,586,657,524,517
1599,586,657,524,517
1600,586,658,524,517
1601,586,658,524,517
1602,586,659,524,517
1603,587,659,524,517
1604,587,659,524,517
1605,587,659,524,517
1606,587,659,524,517
1607,587,658,524,517
1608,587,659,524,518
1609,587,659,525,518
1610,587,659,525,518
1611,587,659,525,518
1612,587,659,525,519
1613,587,658,525,518
1614,587,658,525,518
1615,587,658,525,518
1616,587,658,525,518
1617,587,658,525,519
1618,587,658,526,519
1619,587,659,525,519
1620,587,659,526,519
1621,587,659,526,519
1622,587,660,526,520
1623,587,660,526,520
1624,587,660,526,519
1625,587,660,526,520
1626,587,660,526,520
1627,587,660,526,519
1628,588,661,526,520
1629,588,661,526,520
1630,588,661,526,520
1631,588,660,526,520
1632,588,660,526,520
1633,588,661,526,520
1634,588,660,526,520
1635,587,660,526,520
1636,588,660,527,520
1637,588,660,527,520
1638,588,659,527,520
1639,585,658,526,519
1640,585,659,527,521
1641,585,659,524,518
1642,586,658,524,518
1643,586,658,525,518
1644,586,657,524,518
1645,586,658,525,518
1646,586,658,525,518
1647,586,659,525,518
1648,587,658,525,518
1649,587,658,525,519
1650,587,658,525,519
1651,587,659,525,519
1652,587,659,525,519
1653,587,659,525,519
1654,587,659,525,518
1655,587,659,525,519
1656,587,660,525,519
1657,587,660,525,519
1658,587,660,525,518
1659,587,661,525,518
1660,587,661,525,519
1661,587,661,525,519
1662,587,661,526,519
1663,587,661,526,519
1664,588,661,526,519
1665,588,661,526,519
1666,588,661,526,519
1667,588,661,526,519
1668,588,661,526,519
1669,588,660,526,519
1670,588,660,526,519
1671,589,661,527,520
1672,588,661,527,520
1673,589,665,530,523
1674,608,696,537,531
1675,605,684,517,510
1676,569,655,504,498
1677,565,644,507,500
1678,566,646,508,502
1679,568,647,509,503
1680,569,648,510,504
1681,569,650,512,505
1682,571,651,512,506
1683,571,651,513,506
1684,572,651,513,507
1685,573,652,514,507
1686,574,652,514,507
1687,575,653,514,508
1688,576,654,515,509
1689,576,654,515,509
1690,577,655,516,509
1691,577,655,516,509
1692,577,655,516,509
1693,578,655,516,510
1694,578,655,516,510
1695,578,656,517,510
1696,578,656,517,510
1697,578,656,517,511
1698,578,657,518,511
1699,578,657,517,511
1700,579,657,518,511
1701,579,657,518,511
1702,579,657,518,511
1703,579,656,518,512
1704,580,657,519,512
1705,580,657,519,512
1706,580,657,519,512
1707,580,657,519,513
1708,580,657,519,513
1709,581,657,519,513
1710,581,657,519,513
1711,581,657,519,513
1712,581,658,520,513
1713,581,657,520,513
1714,581,657,520,513
1715,582,657,520,513
1716,582,658,520,514
1717,582,658,521,514
1718,582,657,521,514
1719,582,658,521,514
1720,583,658,521,514
1721,583,657,521,515
1722,583,658,521,515
1723,584,658,522,515
1724,584,658,522,515
1725,584,658,522,515
1726,584,659,522,516
1727,584,659,522,516
1728,584,659,522,516
1729,584,659,522,516
1730,584,660,522,516
1731,584,660,522,516
1732,584,659,522,516
1733,584,659,522,516
1734,584,659,523,516
1735,584,659,523,516
1736,584,660,523,516
1737,584,660,523,516
1738,584,660,523,516
1739,585,661,523,516
1740,585,660,523,517
1741,585,660,523,516
1742,585,660,523,517
1743,585,661,523,517
1744,585,661,523,517
1745,585,661,523,517
1746,585,661,523,516
1747,586,661,523,516
1748,586,661,523,516
1749,586,662,523,516
1750,586,662,523,516
1751,586,662,523,517
1752,586,662,523,517
1753,586,662,523,517
1754,586,662,524,517
1755,586,663,523,517
1756,586,662,523,517
1757,586,663,524,517
1758,586,663,524,517
1759,586,663,524,517
1760,586,662,524,517
1761,587,662,524,517
1762,587,662,524,517
1763,587,663,524,517
1764,587,663,524,517
1765,588,663,524,517
1766,588,663,524,517
1767,588,663,524,517
1768,588,664,524,518
1769,588,663,525,518
1770,588,664,524,518
1771,588,664,524,518
1772,587,665,524,518
1773,587,665,524,518
1774,588,665,524,518
1775,588,666,525,518
1776,588,667,525,518
1777,588,666,525,518
1778,588,667,525,518
1779,588,667,525,518
1780,588,668,525,518
1781,588,668,525,518
1782,588,668,525,519
1783,588,667,526,519
1784,589,667,526,519
1785,589,667,526,519
1786,589,667,526,519
1787,589,667,526,519
1788,589,666,526,520
1789,589,666,526,520
1790,589,667,526,519
1791,589,667,526,519
1792,589,666,526,519
1793,589,666,526,519
1794,589,665,526,519
1795,589,665,526,520
1796,589,666,526,519
1797,589,666,526,520
1798,589,666,526,520
1799,589,665,527,520
1800,589,665,527,520
1801,589,666,527,520
1802,589,666,527,520
1803,590,665,527,520
1804,590,665,527,520
1805,590,666,527,520
1806,590,666,527,520
1807,590,666,527,520
1808,590,665,527,521
1809,590,666,527,521
1810,590,665,527,521
1811,591,664,529,522
1812,591,664,529,522
1813,591,665,529,522
